iter	F1	Logloss
328	0.766878475	0.1191130611
329	0.766878475	0.1191084856
330	0.7669396873	0.1190479106
331	0.7670620936	0.1190181806
332	0.7670620936	0.1189938673
333	0.766878475	0.11892886
334	0.7669628232	0.118892512
335	0.7670240222	0.1188689284
336	0.7672456576	0.1188240251
337	0.7671844757	0.118789862
338	0.7677950958	0.1187237751
339	0.768192197	0.1186793665
340	0.7681691819	0.1186413614
341	0.7678713264	0.1186117875
342	0.7678943711	0.1185718876
343	0.7678332092	0.118491028
344	0.7679174112	0.1184452976
345	0.7681389578	0.118381557
346	0.7683604605	0.1183274276
347	0.7685281708	0.1182699294
348	0.7685130038	0.1182156467
349	0.7686122692	0.1181777003
350	0.7684518787	0.1181498871
351	0.7683296103	0.1181150364
352	0.7683296103	0.1180695849
353	0.7683677522	0.1180483919
354	0.7683677522	0.118011414
355	0.7685741228	0.1179663324
356	0.7688566892	0.1179122563
357	0.7688185382	0.1178888259
358	0.7688337469	0.117857265
359	0.7688489601	0.1178074054
360	0.7689634631	0.1177746762
361	0.7688719043	0.1177281118
362	0.7689711648	0.1176881214
363	0.7690322581	0.117622131
364	0.7694215696	0.1175509279
365	0.769459741	0.1175332158
366	0.7694673148	0.1174900169
367	0.7694062795	0.1174710146
368	0.7695132238	0.1174103916
369	0.769780247	0.1173614942
370	0.7698412698	0.1173423393
371	0.7699558466	0.1173182814
372	0.7701770921	0.1172617841
373	0.7701160829	0.1172224658
374	0.7699940464	0.1171799364
375	0.7699940464	0.1171446156
376	0.7701086687	0.1171009232
377	0.7702917245	0.1170560944
378	0.7703527311	0.1170300508
379	0.7706658728	0.1169898734
380	0.7706658728	0.1169742105
381	0.7707496155	0.1169449826
382	0.7707950994	0.1169041846
383	0.7709325397	0.1168635072
384	0.7709170262	0.1168186831
385	0.7709015174	0.1167747264
386	0.7710771672	0.1167232542
387	0.7712372923	0.1166762492
388	0.7712755406	0.1166571522
389	0.7714739139	0.1166124544
390	0.7715192384	0.1165699925
391	0.7716793098	0.1165296193
392	0.7716566668	0.1164862046
393	0.7717332011	0.1164627726
394	0.7717105589	0.1164307173
395	0.7717871137	0.1164001929
396	0.7718097505	0.1163558642
397	0.7718932857	0.1163352947
398	0.7723351512	0.116285254
399	0.7723734444	0.1162652243
400	0.7723351512	0.1162286144
401	0.7724254138	0.1161836354
402	0.7725470763	0.1161452779
403	0.772684474	0.1161180115
404	0.7727452924	0.1160963515
405	0.7727452924	0.1160659474
406	0.7727835869	0.1160503301
407	0.773004311	0.1160110532
408	0.7728444004	0.1159571948
409	0.7728669111	0.1159289102
410	0.773004311	0.1158687642
411	0.7729818128	0.1158380041
412	0.773004311	0.1158016643
413	0.7729277114	0.1157976102
414	0.7731034141	0.1157679026
415	0.7731642057	0.1157394329
416	0.7731417245	0.1156853905
417	0.7731417245	0.1156815939
418	0.7731034141	0.1156784796
419	0.7732249913	0.115655097
420	0.7732249913	0.1156357706
421	0.773247461	0.115607752
422	0.773247461	0.1155678923
423	0.7733240846	0.1155297706
424	0.7734456279	0.1154852886
425	0.773407312	0.1154478985
426	0.7736120053	0.1154230205
427	0.7735961177	0.1153897226
428	0.773695157	0.115372659
429	0.7741296489	0.1153282467
430	0.7741839616	0.115294746
431	0.7740848977	0.1152736631
432	0.7739315604	0.1152343737
433	0.7740689382	0.115200622
434	0.7742063296	0.1151724909
435	0.7743053836	0.115144928
436	0.7742286931	0.1151286827
437	0.7742670365	0.1151116115
438	0.7742286931	0.1150844986
439	0.7744811531	0.1150448291
440	0.7744811531	0.1150120894
441	0.7745195165	0.1149916093
442	0.7745418524	0.1149541358
443	0.7746025457	0.1149325977
444	0.7745962548	0.114889741
445	0.7748774085	0.1148393695
446	0.7748774085	0.11480358
447	0.7748167228	0.1147900369
448	0.774794412	0.1147543104
449	0.7748934905	0.1147252964
450	0.7751300471	0.1146841445
451	0.7750309636	0.1146416347
452	0.7750693619	0.1146171933
453	0.7753120666	0.1145940096
454	0.7752513994	0.1145780291
455	0.7753504731	0.1145577288
456	0.7753504731	0.1145318372
457	0.775494032	0.1144957877
458	0.775516268	0.1144795529
459	0.7753788254	0.1144433521
460	0.7751968699	0.1144075116
461	0.7753788254	0.114381883
462	0.775500099	0.1143298473
463	0.7755829497	0.1142882969
464	0.7758578007	0.1142321729
465	0.7758578007	0.1142122105
466	0.7760721006	0.1141624111
467	0.7761105334	0.114137115
468	0.7761711399	0.1141060465
469	0.7762643023	0.1140811739
470	0.7766057545	0.114018477
471	0.7766057545	0.1140003081
472	0.7768807885	0.1139534397
473	0.7768807885	0.1139299768
474	0.7769413629	0.1138945132
475	0.7770183259	0.1138738086
476	0.776919267	0.1138406927
477	0.7769086048	0.1138120562
478	0.7770681717	0.1137814841
479	0.777046096	0.1137464576
480	0.7771615331	0.1137097716
481	0.7774751127	0.1136775898
482	0.7774971525	0.1136576909
483	0.7773816597	0.1136381523
484	0.7773816597	0.1136034436
485	0.7772441452	0.1135768813
486	0.7772826302	0.1135624162
487	0.7772220847	0.1135373668
488	0.7773816597	0.1135145594
489	0.7774751127	0.1134812387
490	0.7774751127	0.1134619735
491	0.7774366086	0.1134456728
492	0.7774366086	0.1134438272
493	0.7775741667	0.1134208761
494	0.7776567297	0.1133903058
495	0.7776347068	0.1133532059
496	0.7777282409	0.1133017786
497	0.7777887854	0.113286323
498	0.7779703828	0.113251976
499	0.7780089153	0.1132117508
